address,city,rn_wage,zip,facility_name,medicaid,private_pay,total_hours,street,medicare,fname,rn_hours,idph_id,lat,lon
3330 MARIA LINDEN DR ROCKFORD IL 61114,ROCKFORD,27.81,61114,PRESENCE COR MARIAE CENTER,703150,4061946,45600,3330 MARIA LINDEN DR,1622879,presence_cor_mariae_center_2014_0041046.xml.xml,28116,41046,42.307055,-89.013801
1700 EAST LAKE AVE GLENVIEW IL 60025,GLENVIEW,37.2,60025,PRESENCE MARYHAVEN NSG & REH,2534329,3594438,40507,1700 EAST LAKE AVE,1346480,presence_maryhaven_nsg_rehab_2014_0044768.xml.xml,42891,44768,42.080033,-87.800953
400 WEST SULLIVAN RD AURORA IL 60506,AURORA,30.09,60506,PRESENCE MCAULEY MANOR,845489,1428693,19457,400 WEST SULLIVAN RD,1278442,presence_mcauley_manor_2014_0042879.xml.xml,23541,42879,41.788775,-88.325054
7370 W TALCOTT AVE CHICAGO IL 60631,CHICAGO,34.62,60631,PRESENCE RESURRECTION LIFE C,4683452,3094870,57701,7370 W TALCOTT AVE,2861748,presence_resurrection_life_ctr_2014_0044354.xml.xml,51967,44354,41.987915,-87.811041
1001 N GREENWOOD AVE PARK RIDGE IL 60068,PARK RIDGE,36.51,60068,PRESENCE RESURRECTION N & R,6004912,1601556,75866,1001 N GREENWOOD AVE,4395773,presence_resurrection_n_r_2014_0044362.xml.xml,95208,44362,42.025472,-87.840665
7000 NORTH NEWARK NILES IL 60714,NILES,34.84,60714,PRESENCE ST ANDREW LIFE CTR,1168985,1549804,53682,7000 NORTH NEWARK,-2453,presence_saint_andrew_life_ctr_2014_0044776.xml.xml,10082,44776,42.0068,-87.800921
6930 WEST TOUHY AVE NILES IL 60714,NILES,36.3,60714,PRESENCE ST BENEDICT N & R,938260,4046782,42512,6930 WEST TOUHY AVE,2533903,presence_saint_benedict_n_r_2014_0044784.xml.xml,32402,44784,42.012391,-87.799764
4405 HIGHCREST ROAD ROCKFORD IL 61107,ROCKFORD,27.89,61107,PRESENCE ST ANNE CENTER,2785151,2020049,50131,4405 HIGHCREST ROAD,3462057,presence_st_anne_center_2014_0041731.xml.xml,52994,41731,42.28546,-89.03092
659 E JEFFERSON ST FREEPORT IL 61032,FREEPORT,26.05,61032,PRESENCE ST JOSEPH CENTER,2621644,1955727,37032,659 E JEFFERSON ST,962618,presence_st_joseph_center_2014_0041871.xml.xml,18692,41871,42.285487,-89.608023
210 N SPRINGFIELD AV JOLIET IL 60435,JOLIET,33.46,60435,PRESENCE VILLA FRANCISCAN,1768249,1342621,44562,210 N SPRINGFIELD AV,4827858,presence_villa_franciscan_2014_0042861.xml.xml,61360,42861,41.524976,-88.1375
480 NORTH WOLF ROAD NORTHLAKE IL 60164,NORTHLAKE,35.18,60164,PRESENCE VILLA SCALABRNI N&R,6548319,2465208,74002,480 NORTH WOLF ROAD,3475692,presence_villa_scalabrini_n_r_2014_0044792.xml.xml,87896,44792,41.916929,-87.903666
3450 Saratoga Avenue Downers Grove IL 60515,Downers Grove,32.51,60515,Providence Downers Grove,6572395,4006156,41748,3450 Saratoga Avenue,-1607049,providence_downers_grove_2014_0028605.xml.xml,31616,28605,41.824361,-88.015511
,,30.14,,Providence Palos Heights,2743192,1558921,,,3995713,providence_palos_heights_2014_0007534.xml.xml,53055,7534,#N/A,#N/A
1190 E 2900 NORTH RD CLIFTON IL 60927,Quincy,0,62301,Quincy Terrace,593508,87225,5617,1233 North Sixth St,0,quincy_terrace_2014_0031401.xml.xml,0,31401,40.929776,-87.90686
31 West Central Roselle IL 60172,Stockton,25.71,61085,Rachuy House,0,0,4247,605 North Main St,0,rachuy_house_2014_0047936.xml.xml,594,47936,41.983401,-88.081234
405 Central Avenue Highland Park IL 60035,Lincolnshire,35.2,60069,Radford Green,153166,3016475,25954,960 Audubon Way,8356755,radford_green_2014_0051219.xml.xml,40483,51219,42.186896,-87.795685
4029 Aberdeen Street Alton IL 62002,Chicago,27.89,60649,Rainbow Beach Care Center,8340430,0,64324,7325 S Exchange St,0,rainbow_beach_care_center_2014_0047332.xml.xml,6977,47332,38.893725,-90.122525
555 McHenry Road Wheeling IL 60090,Carbondale,0,62901,Raintree Terrace,403772,0,4252,501 East Chestnut,0,raintree_terrace_2014_0042465.xml.xml,0,42465,42.145776,-87.940696
50 Adloff Lane Springfield IL 62703,Sparta,20.18,62286,Randolph County Care Center,949297,1276327,20904,312 West Belmont,1400013,randolph_county_care_center_2014_0000497.xml.xml,6930,497,39.76093,-89.611791
901 Maple Avenue Evanston IL 60202,Red Bud,28.1,62278,Red Bud Regional Care,0,0,37955,350 W South 1st St,0,red_bud_regional_care_2014_0045476.xml.xml,4718,45476,42.033991,-87.685226
550 S Mulford Ave Rockford IL 61108,Springfield,24.47,62702,Regency Nrsg Care Residence,205822,4167185,28042,2120 West Washington,2405521,regency_nursing_care_residence_2014_0050138.xml.xml,11983,50138,42.262681,-88.999592
1221 East Golf Road Des Plaines IL 60016,Niles,27.99,60714,Regency Rehabilitation Ctr,9757447,1302320,83804,6631 Milwaukee Ave,1283513,regency_rehabilitation_center_2014_0049841.xml.xml,36771,49841,42.054167,-87.894324
1420 S Barrington Rd Barrington IL 60010,MURPHYSBORO,24.75,62966,REHAB & CARE CTR JACKSON CO,0,0,32099,1441 NORTH 14TH ST,0,rehab_care_ctr_jackson_co_2014_0010330.xml.xml,10583,10330,42.062147,-88.144742
2520 Gross Point Rd Evanston IL 60201,Chicago,32.98,60652,The Renaissance at 87th St,7761315,544408,68042,2940 West 87th St,1445424,renaissance_at_87th_street_2014_0042093.xml.xml,39004,42093,42.062677,-87.73052
1525 S Oxford Lane Naperville IL 60565,Chicago,33.77,60632,Renaissance at Midway,9115469,343264,78843,4437 South Cicero,1008130,renaissance_at_midway_2014_0041749.xml.xml,40686,41749,41.741834,-88.123584
710 West Black Road Shorewood IL 60404,Chicago,32.94,60649,The Renaissance at Sth Shore,9895334,525573,81260,2425 E 71st Street,3445547,renaissance_at_south_shore_2014_0042085.xml.xml,42009,42085,41.536059,-88.199213
4626 Old Orchard Rd Skokie IL 60076,Canton,27.38,61520,Renaissance Care Center,1781200,363597,45308,1675 East Ash Street,1431260,renaissance_care_center_2014_0040295.xml.xml,24310,40295,42.062535,-87.744362
820 West Lawrence Chicago IL 60640,Chicago,30.29,60628,Renaissance Park South,10032865,210321,85837,10935 S Halsted St,1601203,renaissance_park_south_2014_0049098.xml.xml,41967,49098,41.969226,-87.650399
504 W Wellington Ave Chicago IL 60657,Albion,18.02,62806,Rest Haven Manor,229281,796744,9578,120 West Main Street,0,rest_haven_manor_2014_0013052.xml.xml,7122,13052,41.936627,-87.641932
RFD Old Hicks 2308 Long Grove IL 60047,MORRISON,36.13,61270,RESTHAVE HOME WHITESIDE CNTY,674078,2530932,22169,408 MAPLE AVENUE,23334,resthave_home_whiteside_county_2014_0005785.xml.xml,5017,5785,42.15781,-88.019043
5050 West Touhy Ave Skokie IL 60077,Freeport,0,61032,Ridge Terrace,505612,114618,4855,2911 Highlandview Dr,0,ridge_terrace_2014_0033621.xml.xml,0,33621,42.011947,-87.77304
5831 N Northwest Hwy Chicago IL 60631,Oblong,17.53,62449,Ridgeview Care Center,0,0,18821,413 Ridge Lane,0,ridgeview_care_center_2014_0051912.xml.xml,7533,51912,41.987287,-87.789873
108 South First St Bloomingdale IL 60108,Chicago,28.07,60626,Ridgeview Rehab & Nsg Center,5074894,51986,42756,6450 N Ridge Blvd,1504690,ridgeview_rehab_nsg_center_2014_0048470.xml.xml,10740,48470,41.956643,-88.079869
118 S Bloomingdal Rd Bloomingdale IL 60108,Ridgway,18.9,62979,Ridgway Rehab & Nrsg Center,772839,312000,12910,900 West Race Street,830780,ridgway_rehab_and_nrsg_center_2014_0051037.xml.xml,5470,51037,41.955715,-88.081137
2021 Randi Drive Aurora IL 60504,Rockford,35.03,61103,River Bluff Nursing Home,7215612,3682166,73715,4401 North Main St,1642461,river_bluff_nursing_home_2014_0005611.xml.xml,35861,5611,41.737261,-88.269422
16450 S 97th Avenue Orland Park IL 60462,Galesburg,18,61401,River Crossing Rehab,3346906,27415,27162,1145 Frank Street,480908,river_crossing_rehab_2014_0052761.xml.xml,10559,52761,41.592818,-87.854798
5668 Strathmoor Dr Rockford IL 61107,Bradley,22.17,60915,River North of Bradley H & R,3022267,776194,34750,650 North Kinzie,202121,river_north_of_bradley_h_r_2014_0052563.xml.xml,15624,52563,42.269995,-89.005893
1545 Barrington Road Hoffman Estates IL 60194,Elgin,33.7,60123,River View Rehab Center,4446505,232870,39940,50 North Jane,557920,river_view_rehab_center_2014_0052795.xml.xml,17789,52795,42.028461,-88.144662
255 West 69th Street Chicago IL 60621,Marseilles,26.35,61341,Rivershores Hlth & Rehab Ctr,3506642,382947,31496,578 W Commercial St,857923,rivershores_hlth_rehab_ctr_2014_0052175.xml.xml,15065,52175,41.76898,-87.631398
207 E Army Trail Rd Bloomingdale IL 60108,Lincolnshire,27.59,60069,Riverside Foundation,4538437,0,32539,14588 W Highway 22,0,riverside_foundation_2014_0022988.xml.xml,12678,22988,41.936645,-88.075867
803 Royal Drive McHenry IL 60050,Brighton,22.54,62012,Robings Manor Rehab & HC,1880546,448600,19941,502 North Main,157481,robings_manor_rehab_hlth_cr_2014_0026716.xml.xml,10082,26716,42.339142,-88.288255
6120 West Ogden Cicero IL 60804,Rochelle,26.61,61068,Rochelle Gardens Care Center,2299804,63945,21566,1021 Caron Road,43311,rochelle_gardens_care_center_2014_0050617.xml.xml,7485,50617,41.832879,-87.776111
273 Army Trails Road Bloomingdale IL 60108,Rochelle,25.71,61068,Rochelle Rehab & Hlthcare Cr,967909,703010,14478,900 North Third St,539229,rochelle_rehab_healthcare_cr_2014_0050856.xml.xml,8914,50856,41.935203,-88.063178
275 E Army Trail Rd Bloomingdale IL 60108,Rock Falls,23.8,61071,Rock Falls Reh & Hlth Care C,1222002,267361,12107,430 Martin Road,159766,rock_falls_rehab_hlth_care_c_2014_0053017.xml.xml,2085,53017,41.935204,-88.063218
267 East Lake Street Bloomingdale IL 60108,Rock Island,25.23,61201,Rock Island Nsg & Rehab Ctr,4796950,243820,41056,2545 24th Street,279600,rock_island_nsg_rehab_ctr_2014_0049866.xml.xml,11268,49866,41.957133,-88.064243
7464 N Sheridan Road Chicago IL 60626,ZION,33.79,60099,ROLLING HILLS MANOR,0,0,38289,3615 16TH STREET,0,rolling_hills_manor_2014_0025239.xml.xml,30175,25239,42.017618,-87.665625
201 West 69th Street Chicago IL 60621,Chicago,19.93,60634,Rose Angela Hall,3108744,0,27123,4200 North Austin,0,rose_angela_hall_2014_0033761.xml.xml,8910,33761,41.769081,-87.629858
304 SW 12th Street Aledo IL 61231,Moline,0,61265,Rose House,550114,152466,5627,7301 34th Avenue,0,rose_house_2014_0033928.xml.xml,0,33928,41.191777,-90.752292
417 East Main Bx 310 Alhambra IL 62001,Galesburg,25.26,61401,Rosewood Care Ctr Galesburg,2024128,2069795,33712,1250 W Carl Sdbrg Dr,1287551,rosewood_care_center_galesburg_2014_0049791.xml.xml,10882,49791,38.88841,-89.729768
5448 N Broadway St Chicago IL 60640,Alton,25.4,62002,Rosewood Care Ctr of Alton,2175718,3638887,46424,3490 Humbert Road,3379791,rosewood_care_center_of_alton_2014_0049288.xml.xml,20870,49288,41.980863,-87.660063
1701 18th Street Charleston IL 61920,Joliet,30.35,60431,Rosewood Care Ctr of Joliet,1362716,2751806,35563,3401 Hennepin Drive,4657189,rosewood_care_center_of_joliet_2014_0049130.xml.xml,23564,49130,39.482478,-88.162902
3650 North Alpine Rd Rockford IL 61114,Moline,21.65,61265,Rosewood Care Ctr of Moline,2145830,1303350,29418,7300 34th Avenue,1841308,rosewood_care_center_of_moline_2014_0049304.xml.xml,11679,49304,42.31416,-89.029265
821 WASHINGTON AVE ALTON IL 62002,Peoria,22.04,61614,Rosewood Care Ctr of Peoria,1582546,2376453,31500,1500 W Northmoor Rd,2404998,rosewood_care_center_of_peoria_2014_0049312.xml.xml,14388,49312,38.89333,-90.155732
One Memorial Drive Alton IL 62002,Swansea,27.61,62226,Rosewood Care Center Swansea,522874,3058523,31825,100 Rosewood Vlg Dr,1677708,rosewood_care_center_swansea_2014_0032680.xml.xml,23902,32680,38.9005,-90.157285
3523 Wichenhauser Alton IL 62002,East Peoria,26.32,61611,Rosewood Care Ctr E Peoria,1837086,2555883,34486,900 Centennial Drive,2318686,rosewood_care_ctr_east_peoria_2014_0049338.xml.xml,14995,49338,38.939532,-90.124504
1000A West Michigan Jacksonville IL 62650,Edwardsville,27.37,62025,Rosewood Care Ctr Edwrdsvill,1822952,1981477,33030,6277 Center Grove Rd,2485278,rosewood_care_ctr_edwardsville_2014_0049031.xml.xml,30842,49031,39.716072,-90.244609
4900 N Bernard Chicago IL 60625,Inverness,29.19,60067,Rosewood Care Ctr Inverness,2440814,3375722,39515,1800 Colonial Pkwy,3936988,rosewood_care_ctr_inverness_2014_0049023.xml.xml,37648,49023,41.97021,-87.714636
2313 N ROCKTON AVE ROCKFORD IL 61103,Northbrook,31.63,60062,Rosewood Care Ctr Northbrook,5907974,789547,45888,4101 Lake Cook Road,1839091,rosewood_care_ctr_northbrook_2014_0049783.xml.xml,24923,49783,42.297244,-89.096677
200 West Hawley Amboy IL 61310,Elgin,28.92,60123,Rosewood Care Ctr of Elgin,2102441,3344038,42143,2355 Royal Boulevard,4455425,rosewood_care_ctr_of_elgin_2014_0049346.xml.xml,33337,49346,41.720491,-89.337622
4636 WEST ANDOVER DR PEORIA IL 61615,Rockford,27.63,61108,Rosewood Care Ctr of Rckford,2185185,1317187,30610,1660 S Mulford Road,2707475,rosewood_care_ctr_of_rockford_2014_0049270.xml.xml,31086,49270,40.75949,-89.667312
315 S Brady Mill Rd Anna IL 62906,St Charles,32.54,60174,Rosewood Care Ctr St Charles,2628044,1897994,33925,850 Dunham Road,2891294,rosewood_care_ctr_st_charles_2014_0049320.xml.xml,26260,49320,37.453105,-89.23591
408 Anna Street Jacksonville IL 62650,Rosiclare,21.02,62982,Rosiclare Rehab & HCC,1522713,205715,17027,55 Ferrell Rd Bx 220,415448,rosiclare_rehab_health_c_ctr_2014_0053512.xml.xml,5848,53512,39.729245,-90.234055
900 E Corporation St Bridgeport IL 62417,Kewanee,23.21,61443,Royal Oaks Care Center,4684722,385105,48510,605 E Church Box 600,350733,royal_oaks_care_center_2014_0046243.xml.xml,7995,46243,38.71196,-87.749963
5701 W 79th Street Burbank IL 60459,Chicago,29.63,60623,Sacred Heart Home,6035452,279870,53881,1550 South Albany,0,sacred_heart_home_2014_0013334.xml.xml,3594,13334,41.748761,-87.763233
490 West 16th Place Chicago Heights IL 60411,Joliet,29.11,60433,Salem Village Nrsing & Rehab,11569784,1344804,89792,1314 Rowell Avenue,3299815,salem_village_nursing_rehab_2014_0044057.xml.xml,47485,44057,41.501264,-87.6637
2650 North Monroe Decatur IL 62526,Harrisburg,18.52,62946,Saline Care Center,4285549,811127,48032,120 S Land St Bx 468,1422071,saline_care_center_2014_0051920.xml.xml,8099,51920,39.871049,-88.963627
14325 S Blackstone Dolton IL 60419,Sandwich,26.51,60548,Sandwich Rehab & HCC,1376318,547497,16216,902 East Arnold St,579983,sandwich_rehab_hlth_care_ctr_2014_0053546.xml.xml,9458,53546,41.634467,-87.580794
1300 Oak Avenue Evanston IL 60201,Danville,0,61832,Schultz House,457473,118708,5026,340 Bryan Avenue,0,schultz_house_2014_0035501.xml.xml,0,35501,42.041253,-87.68695
8200 W Roosevelt Rd Forest Park IL 60130,WINCHESTER,24.25,62694,SCOTT COUNTY NURSING CENTER,1004123,624997,16616,650 N MAIN ST BX 110,814542,scott_county_nursing_center_2014_0004234.xml.xml,2742,4234,41.863672,-87.867765
50 Pleasant Avenue Highwood IL 60040,Rockford,24.14,61101,Searles Group Home,395278,108355,4026,3310 Searles Avenue,0,searles_group_home_2014_0027326.xml.xml,149,27326,42.197313,-87.81441
4815 S Western Ave Chicago IL 60609,Rockford,0,61103,Seborg Terrace,563382,123684,5604,3024 Alida Street,0,seborg_terrace_2014_0033936.xml.xml,0,33936,41.808299,-87.684346
1021 North Church St Jacksonville IL 62650,Chicago,36.51,60640,Selfhelp Home of Chicago,502248,3262386,21982,908 West Argyle St,1477117,selfhelp_home_of_chicago_2014_0018580.xml.xml,25527,18580,39.745809,-90.234025
1024 East Tyler Litchfield IL 62056,Galesburg,21.32,61401,Seminary Manor,1529910,2151851,35621,2345 N Seminary St,3607251,seminary_manor_2014_0047233.xml.xml,8351,47233,39.169465,-89.643849
3249 West 147th St Midlothian IL 60445,Lockport,0,60441,Shady Oaks East,894514,171002,5598,16240 Parker Road,0,shady_oaks_east_2014_0039263.xml.xml,0,39263,41.625855,-87.700743
9401 S Ridgeland Ave Oak Lawn IL 60453,Lockport,0,60441,Shady Oaks West,976164,100550,5637,16220 Parker Road,0,shady_oaks_west_2014_0040527.xml.xml,0,40527,41.721409,-87.780011
24 S Plum Grove Road Palatine IL 60067,Peoria,28.69,61604,Sharon Health Care Elms,3069972,235532,28698,3611 North Rochelle,305110,sharon_health_care_elms_2014_0032789.xml.xml,11078,32789,42.109445,-88.043759
525 South MLK Drive Springfield IL 62703,Peoria,25.78,61604,Sharon Health Care Pines,3639227,39320,33416,3614 North Rochelle,0,sharon_health_care_pines_2014_0032763.xml.xml,17460,32763,39.762206,-89.627547
221 East Cumberland St Elmo IL 62458,Peoria,25,61604,Sharon Health Care Willows,7418824,42260,66283,3520 North Rochelle,0,sharon_health_care_willows_2014_0032797.xml.xml,33853,32797,39.024409,-88.84668
555 West Kahler Wilmington IL 60481,Peoria,0,61604,Sharon Health Care Woods,5247635,27332,51152,3223 W Richwoods Bvd,384,sharon_health_care_woods_2014_0032813.xml.xml,0,32813,41.298121,-88.148893
2125 Veterans Road Morton IL 61550,Herrin,24.23,62948,Shawnee Christian Nrsing Ctr,3405598,1057089,43979,1901 North 13th St,-606353,shawnee_christian_nursing_ctr_2014_0048744.xml.xml,13514,48744,40.633691,-89.478711
610 Cruger Eureka IL 61530,Harrisburg,19.43,62946,Shawnee Rose Care Center,1222627,355381,14981,1000 West Sloan,214954,shawnee_rose_care_center_2014_0050351.xml.xml,2975,50351,40.719192,-89.328141
1102 W Randolph Bx530 Roanoke IL 61561,Shelbyville,24.35,62565,Shelbyville Manor,1627237,1741710,29254,1111 W North 12th St,2965358,shelbyville_manor_2014_0047878.xml.xml,6240,47878,40.794768,-89.210087
1500 Parkside Avenue Morton IL 61550,Shelbyville,0,62565,Shelbyville Reh & Hlth C Ctr,856016,435983,10106,2116 S 3rd & Dacey,176273,shelbyville_rehab_hlth_c_ctr_2014_0053066.xml.xml,0,53066,40.597857,-89.453491
7023 NE Skyline Dr Peoria IL 61614,Sheldon,24.76,60966,Sheldon Health Care Center,856719,288942,9090,170 West Concord,0,sheldon_health_care_center_2014_0046573.xml.xml,620,46573,40.771833,-89.575974
21020 Kostner Avenue Matteson IL 60443,Woodstock,25.59,60098,Sheltered Village,3222857,36129,32916,600 Borden Street,0,sheltered_village_2014_0023275.xml.xml,12443,23275,41.506166,-87.722749
402 SOUTH HARRISON COLFAX IL 61728,Chicago,32.45,60660,Sheridan Shores Cr & Reh Ctr,8799305,31917,65496,5838 N Sheridan Rd,-370364,sheridan_shores_cr_rehab_ctr_2014_0040444.xml.xml,15281,40444,40.561933,-88.612902
134 N MCLEAN BLVD ELGIN IL 60123,Elgin,32.62,60123,Sherman West Court,344700,4041272,27348,1950 Larkin Avenue,6191900,sherman_west_court_2014_0037507.xml.xml,44761,37507,42.038498,-88.311953
101 E VIA GHIGLIERI TOLUCA IL 61369,Evanston,0,60202,SHORE Homes East,311055,0,4240,503 Michigan Avenue,0,shore_homes_east_2014_0028720.xml.xml,0,28720,41.011315,-89.133948
1509 N CALHOUN ST BLOOMINGTON IL 61701,SKOKIE,28.89,60076,SKOKIE MEADOWS NRSG CENTER 2,2646389,106827,34276,4600 WEST GOLF ROAD,0,skokie_meadows_nrsg_center_2_2014_0048942.xml.xml,11683,48942,40.492244,-89.005784
1512 West Fargo Chicago IL 60626,Orland Park,0,60467,Smith Crossing,228867,11342192,14646,10501 Emilie,1478626,smith_crossing_2014_0046698.xml.xml,0,46698,42.017189,-87.668372
422 E 4th South St Arcola IL 61910,Moline,0,61265,Smith Square,580392,146661,5767,7401 34th Avenue,0,smith_square_2014_0033944.xml.xml,0,33944,39.677143,-88.303303
4600 N Frontage Road Hillside IL 60162,Chicago,0,60643,Smith Village,455545,13788140,32854,2320 W 113th Place,1809288,smith_village_2014_0015032.xml.xml,0,15032,41.873818,-87.899403
423 Eberhardt Drive Arthur IL 61911,Metamora,26.53,61548,Snyder Village Health Center,1057297,3838687,31411,1200 East Partridge,1339450,snyder_village_2014_0033647-amended.xml.xml,21642,33647,39.711292,-88.477033
212 Airport Road North Aurora IL 60542,Rushville,23.54,62681,Snyders Vaughn Haven,1169953,1097091,19732,135 South Morgan St,894360,snyders_vaughn_haven_2014__0005363.xml.xml,2535,5363,41.798209,-88.325283
307 Alan Street Ashton IL 61006,South Elgin,33.19,60177,South Elgin Rehab & HC Ctr,3181227,364028,25654,746 West Spring St,435919,south_elgin_rehab_hlth_c_ctr_2014_0053140.xml.xml,16233,53140,41.864438,-89.229669
1403 9th Avenue Silvis IL 61282,Robinson,0,62454,South Haven Home,0,0,5427,500 South Reed St,0,south_haven_home_2014_0035253.xml.xml,0,35253,41.500941,-90.415554
829 Carillon Drive Bartlett IL 60103,Metropolis,27.23,62960,Southgate Health Care Center,2678955,2369346,45729,900 E 9th St Box 843,389771,southgate_health_care_center_2014_0017996.xml.xml,13032,17996,41.995564,-88.233066
6300 N California Chicago IL 60659,CHICAGO,36.22,60643,SOUTHPOINT NRSG & REHAB CTR,10046644,208329,66770,1010 WEST 95TH ST,3867935,southpoint_nrsg_rehab_ctr_2014_0050450.xml.xml,13891,50450,41.99577,-87.699576
1425 West Estes Ave Chicago IL 60626,DECATUR,34.71,62521,SOUTHSIDE MANOR,369925,39982,4529,729 SOUTH WEBSTER,0,southside_manor_2014_0046961.xml.xml,405,46961,42.011472,-87.666651
304 Maple Avenue Auburn IL 62615,Chicago,25.75,60616,Southview Manor Nursing Ctr,7853691,139680,69131,3311 South Michigan,-38971,southview_manor_nursing_center_2014_0051656.xml.xml,14729,51656,39.594927,-89.743866
3515 Theodore Street Joliet IL 60435,Sparta,21.65,62286,Sparta Terrace,474533,0,4288,1501 Melmar,0,sparta_terrace_2014_0047787.xml.xml,504,47787,41.550934,-88.165621
1666 Rfd Checker Rd Long Grove IL 60047,Joliet,32.93,60432,Spring Creek Nsg & Rehab Ctr,223683,42202,2302,777 Draper Avenue,21545,spring_creek_nrsg_rehab_ctr_2014_0052613.xml.xml,1517,52613,42.160517,-88.007841
6840 West Touhy Ave Niles IL 60714,Decatur,29.12,62526,Spring Creek Terrace,781147,0,5754,3155 East Mount Road,0,spring_creek_terrace_2014_0045955.xml.xml,522,45955,42.012571,-87.797253
450 West 1st Street Aviston IL 62216,Crystal Lake,29.77,60012,The Springs at Crystal Lake,0,895152,22569,1000 East Brighton,4347398,springs_at_crystal_lake_2014_0051284.xml.xml,27703,51284,38.607542,-89.61012
349 West First St Aviston IL 62216,Rock Island,24.87,61201,St Anthonys Nsg & Rehab Ctr,3671892,1243630,37340,767 30th Street,2008139,st_anthonys_nsg_rehab_ctr_2014_0047126.xml.xml,11659,47126,38.607597,-89.609079
2055 W Balmoral Ave Chicago IL 60625,Alton,24.75,62002,St Anthonys St Clares Hosp,0,0,5052,915 East Fifth,0,st_anthonys_st_clares_hosp_2014_8042186.xml.xml,10368,8042186,41.979572,-87.680805
1313 PRATT STREET BARRY IL 62312,Lincoln,29.89,62656,St Claras Manor,0,0,36052,200 Fifth Street,0,st_claras_manor_2014_0050724.xml.xml,8014,50724,39.690891,-91.03424
520 Fabyan Parkway Batavia IL 60510,Crete,29.15,60417,St James Wellness Reh Villas,1272354,1227292,24066,1251 East Richton Rd,-68401,st_james_wellness_rehab_villas_2014_0052779.xml.xml,9734,52779,41.864041,-88.317508
1100 South Lewis Ave Waukegan IL 60085,LACON,28.63,61540,ST JOSEPH NURSING HOME,0,0,28362,401 9TH STREET,0,st_joseph_nursing_home_2014_0005637.xml.xml,16648,5637,42.342284,-87.855826
4838 Beacon Drive Decatur IL 62521,Chicago,30.76,60641,St Joseph Village of Chicago,202896,4469799,16172,4021 W Belmont Ave,2904902,st_joseph_village_of_chicago_2014_0046581.xml.xml,20089,46581,39.827961,-88.880605
300 East Eighth St Beardstown IL 62618,Palatine,30.33,60067,St Josephs Home F-T Elderly,1934274,453820,20436,80 W Northwest Hwy,0,st_josephs_home_for_the_elderly_2014_0027045.xml.xml,17466,27045,40.013726,-90.429115
1201 Dixie Highway Beecher IL 60401,Bloomington,26.85,61701,St Josephs Medical Center,0,0,2958,2200 E Washington St,0,st_josephs_medical_center_2014_8025355.xml.xml,16992,8025355,41.352085,-87.621354
11401 S Oakley Ave Chicago IL 60643,CHICAGO,27.85,60640,ST MARTHA MANOR,5758612,4037,45382,4621 N RACINE AVENUE,0,st_martha_manor_2014_0023770.xml.xml,6980,23770,41.686133,-87.678776
225 WEST B STREET BELLEVILLE IL 62220,Naperville,37.04,60563,St Patricks Residence,4963197,6868436,70899,1400 Brookdale Road,1204298,st_patricks_residence_2014_0035006.xml.xml,41709,35006,38.515636,-89.987577
98 Debra Lane Waterloo IL 62298,BELLEVILLE,26.28,62220,ST PAULS HOME,2953348,2490475,39152,1021 WEST E STREET,462964,st_pauls_home_2014_0013920.xml.xml,7518,13920,38.327578,-90.149745
105 EASTERN AVENUE BELLWOOD IL 60104,Chicago,33.3,60618,St Pauls House & Hlth Cr Ctr,1215523,3919699,41437,3800 N California Ave,1686925,st_pauls_house_hlth_cr_ctr_2014_0005165.xml.xml,33305,5165,41.889759,-87.873585
1936 W BELMONT AVE CHICAGO IL 60657,Quincy,22.67,62301,St Vincents Home,0,0,27403,1440 North 10th St,0,st_vincents_home_2014_0036723.xml.xml,25283,36723,41.939665,-87.676794
601 North Morgan Bement IL 61813,Granite City,29.76,62040,Stearns Nsg & Rehab Center,2890033,771737,32241,3900 Stearns Avenue,1500675,stearns_nsg_rehab_center_2014_0046870.xml.xml,5558,46870,39.926327,-88.57482
14245 W Rockland Bx 520 Libertyville IL 60048,Freeport,23.12,61032,Stephenson Nursing Center,0,0,44442,2945 South Walnut Rd,0,stephenson_nursing_center_2014_0004259.xml.xml,22936,4259,42.280044,-87.908769
1409 N Main St Bx847 Benton IL 62812,Sterling,26.97,61081,Sterling Pavilion,2267424,1354373,31285,105 East 23rd Street,593588,sterling_pavilion_2014_0040436.xml.xml,10168,40436,38.010693,-88.920697
6909 West North Ave Oak Park IL 60302,Sterling,0,61081,Stern Square,539631,103236,5091,1328 West 7th Street,0,stern_square_2014_0033852.xml.xml,0,33852,41.908898,-87.798752
815 South Prairie St Bethalto IL 62010,Galesburg,0,61401,Stevens House,553223,108747,5567,2182 Windish Drive,0,stevens_house_2014_0031088.xml.xml,0,31088,38.898789,-90.040387
3298 Resource Prkway Dekalb IL 60115,STOCKTON,20.58,61085,STOCKTON HEALTHCARE & REHAB,670756,724013,11598,501 FRONT STREET,574926,stockton_healthcare_rehab_2014_0051268.xml.xml,8245,51268,41.967157,-88.726239
2833 N Nordica Ave Chicago IL 60634,Benton,16.92,62812,Stonebridge Senior Lvg Ctr,1519939,1024020,21235,902 S Mcleansboro St,910308,stonebridge_senior_living_ctr_2014_0051888.xml.xml,6332,51888,41.931702,-87.802864
1205 South Spencer Aurora IL 60505,Oregon,0,61061,Stouffer Terrace,436845,179525,5160,910 South Fifth St,0,stouffer_terrace_2014_0033951.xml.xml,0,33951,41.732931,-88.305668
